Elapsed time;200;429;500
18:56:15,0;3.0;;
18:56:16,0;2.0;;
18:56:17,0;4.0;;
18:56:18,0;5.0;;
18:56:19,0;7.0;;
18:56:20,0;9.0;;
18:56:21,0;8.0;;
18:56:22,0;16.0;;
18:56:23,0;13.0;;
18:56:24,0;16.0;;
18:56:25,0;15.0;;
18:56:26,0;20.0;;
18:56:27,0;21.0;;
18:56:28,0;22.0;;
18:56:29,0;25.0;;
18:56:30,0;25.0;;
18:56:31,0;29.0;;
18:56:32,0;29.0;;
18:56:33,0;33.0;;
18:56:34,0;33.0;;
18:56:35,0;36.0;;
18:56:36,0;37.0;;
18:56:37,0;38.0;;
18:56:38,0;40.0;;
18:56:39,0;41.0;;
18:56:40,0;42.0;;
18:56:41,0;45.0;;
18:56:42,0;47.0;;
18:56:43,0;48.0;;
18:56:44,0;50.0;;
18:56:45,0;50.0;;
18:56:46,0;52.0;;
18:56:47,0;52.0;;
18:56:48,0;53.0;;
18:56:49,0;53.0;;
18:56:50,0;53.0;;
18:56:51,0;53.0;;
18:56:52,0;55.0;;
18:56:53,0;55.0;;
18:56:54,0;56.0;;
18:56:55,0;57.0;;
18:56:56,0;59.0;;
18:56:57,0;58.0;;
18:56:58,0;59.0;;
18:56:59,0;60.0;;
18:57:00,0;60.0;;
18:57:01,0;61.0;;
18:57:02,0;61.0;;
18:57:03,0;62.0;;
18:57:04,0;62.0;;
18:57:05,0;63.0;;
18:57:06,0;66.0;;
18:57:07,0;65.0;;
18:57:08,0;64.0;;
18:57:09,0;66.0;;
18:57:10,0;68.0;;
18:57:11,0;68.0;;
18:57:12,0;69.0;;
18:57:13,0;69.0;;
18:57:14,0;69.0;;
18:57:15,0;70.0;;
18:57:16,0;68.0;;
18:57:17,0;71.0;;
18:57:18,0;63.0;;
18:57:19,0;76.0;;
18:57:20,0;70.0;;
18:57:21,0;69.0;;
18:57:22,0;70.0;;
18:57:23,0;69.0;;
18:57:24,0;69.0;;
18:57:25,0;71.0;;
18:57:26,0;70.0;;
18:57:27,0;69.0;;
18:57:28,0;70.0;;
